Hand_ID,Session_ID,Game_start,Game_duration,Hole_Card,Hand_Value,Winner,Pot,WinLoss,Leaderboard_points,Insurance
SG1208,1208,"March 23, 2022, 12:00:00 AM",22:45,6H/7D,A High,Aaron Bowers,0.11,0.52,0.8,0.29
SG1209,1209,"August 14, 2021, 12:00:00 AM",04:25,10H/6H,10 High,Sonia Holt,0.02,0.11,0.04,0.59
SG1210,1210,"November 27, 2021, 12:00:00 AM",13:00,5C/QS,A High,Luis Taylor,0.75,0.66,0.96,0.69
SG1211,1211,"July 26, 2021, 12:00:00 AM",22:05,4S/8S,8 High,Michelle Deleon,0.98,0.31,0.84,0.15
SG1212,1212,"July 19, 2021, 12:00:00 AM",00:05,8D/5S,Pair of 2s,Phillip Collins,0.29,0.22,0.34,0.15
SG1213,1213,"March 02, 2022, 12:00:00 AM",19:15,7S/9H,10 High,Krista Davis,0.29,0.96,0.37,0.53
SG1214,1214,"December 24, 2021, 12:00:00 AM",13:10,2S/KS,8 High,Brian Lopez,0.97,0.37,0.43,0.66
SG1215,1215,"May 24, 2022, 12:00:00 AM",19:55,6S/2C,Pair of 2s,Sarah Acosta,0.64,0.12,0.31,0.04
SG1216,1216,"May 31, 2022, 12:00:00 AM",20:05,2H/2S,Pair of 2s,Seth Davis,0.01,0.81,0.61,0.33
SG1217,1217,"May 25, 2022, 12:00:00 AM",08:50,JC/9S,Pair of As,Robin Farley,0.8,0.74,0.17,0.97
SG1218,1218,"May 19, 2022, 12:00:00 AM",19:55,10C/5H,A High,Dakota Foster,0.05,0.91,0.78,0.95
SG1219,1219,"March 01, 2022, 12:00:00 AM",18:25,6S/AH,Pair of As,Shannon Lucero,0.05,0.42,0.22,0.45
SG1220,1220,"April 28, 2022, 12:00:00 AM",02:35,JC/10D,A High,Jeffrey Munoz,0.18,0.94,0.5,0.08
SG1221,1221,"February 07, 2022, 12:00:00 AM",20:45,6D/5S,10 High,Jodi Brown,0.9,0.52,0.74,0.26
SG1222,1222,"March 13, 2022, 12:00:00 AM",00:45,6S/8S,10 High,Jenna Owen,0.67,0.1,0.17,0.11
SG1223,1223,"January 26, 2022, 12:00:00 AM",15:25,3D/7S,Pair of As,Jessica Miller,0.77,0.02,0.14,0.18
SG1224,1224,"January 24, 2022, 12:00:00 AM",14:45,3C/10S,Pair of As,Carolyn Austin,0.2,0.68,0.86,0.11
SG1225,1225,"March 16, 2022, 12:00:00 AM",11:10,QC/2D,10 High,Regina Keller,0.18,0.42,0.96,0.21
SG1226,1226,"April 24, 2022, 12:00:00 AM",01:45,9C/5S,10 High,David Oneill,0.69,0.08,0.73,0.79
SG1227,1227,"June 17, 2021, 12:00:00 AM",00:40,8D/5C,Pair of As,Mary Powers,0.97,0.83,0.13,0.93
SG1228,1228,"June 20, 2021, 12:00:00 AM",18:45,9S/6H,Pair of 2s,Mrs. Lori Hebert,0.31,0.14,0.97,0.54
SG1229,1229,"April 21, 2022, 12:00:00 AM",02:10,KC/AS,A High,Natalie Beck,0.55,0.37,0.27,0.96
SG1230,1230,"April 30, 2022, 12:00:00 AM",19:15,5H/8D,Pair of 2s,Albert Jones,0.11,0.43,0.25,0.89
SG1231,1231,"September 11, 2021, 12:00:00 AM",07:30,7H/6H,8 High,Melissa Davis,0.5,0.82,0.45,0.13
SG1232,1232,"March 04, 2022, 12:00:00 AM",21:40,6C/KD,10 High,Jacob Smith,0.87,0.15,0.19,0.08
SG1233,1233,"May 22, 2022, 12:00:00 AM",13:10,5D/6D,A High,Noah Blake,0.64,0.82,0.05,0.3
SG1234,1234,"November 27, 2021, 12:00:00 AM",02:00,9D/AD,A High,Timothy Warner,0.21,0.17,0.89,0.5
SG1235,1235,"May 02, 2022, 12:00:00 AM",16:25,KS/8C,10 High,Ashley Garcia,0.78,0.34,0.43,0.05
SG1236,1236,"September 23, 2021, 12:00:00 AM",22:05,7S/5C,Pair of 2s,Logan Mullins,0.08,0.23,0.1,0.01
SG1237,1237,"December 28, 2021, 12:00:00 AM",12:45,JC/JS,Pair of 2s,Craig Davis,0.85,0.84,0.97,0.46
SG1238,1238,"September 20, 2021, 12:00:00 AM",11:00,9H/QC,Pair of As,Anita Whitaker,0.77,0.02,0.49,0.87
SG1239,1239,"December 07, 2021, 12:00:00 AM",12:10,5D/QC,8 High,Randall Clark,0.14,0.78,0.2,0.17
SG1240,1240,"June 24, 2021, 12:00:00 AM",18:50,6C/3H,10 High,Ms. Ashley Bauer,0.61,0.74,0.92,0.71
SG1241,1241,"July 14, 2021, 12:00:00 AM",12:00,KH/3S,A High,John Luna,1.0,0.91,0.98,0.93
SG1242,1242,"October 19, 2021, 12:00:00 AM",20:30,QS/7S,10 High,Gina Smith,0.04,0.42,0.34,0.31
SG1243,1243,"December 19, 2021, 12:00:00 AM",19:15,AC/2S,Pair of 2s,Christopher Morton,0.38,0.54,0.94,0.74
SG1244,1244,"May 09, 2022, 12:00:00 AM",21:10,JS/8S,A High,Russell Bell,0.85,0.89,0.91,0.75
SG1245,1245,"February 20, 2022, 12:00:00 AM",04:20,JH/5H,Pair of As,Christina Lane,0.74,0.85,0.91,0.73
SG1246,1246,"April 06, 2022, 12:00:00 AM",07:15,3D/KC,8 High,Justin Harris,0.42,0.15,0.87,0.63
SG1247,1247,"September 23, 2021, 12:00:00 AM",18:00,7S/10S,8 High,Carol Giles,0.07,0.93,0.73,0.62
SG1248,1248,"November 01, 2021, 12:00:00 AM",22:55,7D/10S,10 High,Joseph Clark,0.16,0.02,0.77,0.59
SG1249,1249,"June 18, 2021, 12:00:00 AM",02:45,3S/3D,Pair of As,Michele Silva,0.99,0.35,0.57,0.42
SG1250,1250,"October 19, 2021, 12:00:00 AM",14:20,9S/7S,A High,Samuel Ryan,0.07,0.51,0.23,0.99
SG1251,1251,"October 03, 2021, 12:00:00 AM",06:55,3D/7H,Pair of 2s,Susan Lopez,0.1,0.33,0.44,0.27
SG1252,1252,"July 05, 2021, 12:00:00 AM",11:30,JC/2C,Pair of As,Kristen Brennan,0.96,0.91,0.27,0.83
SG1253,1253,"September 08, 2021, 12:00:00 AM",07:45,6D/AD,10 High,Angela Wood,0.69,0.87,0.48,0.95
SG1254,1254,"June 03, 2022, 12:00:00 AM",19:40,5D/QC,Pair of 2s,Benjamin Miller,0.54,0.92,0.89,0.35
SG1255,1255,"September 21, 2021, 12:00:00 AM",06:25,AH/4H,8 High,Monica Klein,0.61,0.33,0.11,0.64
SG1256,1256,"January 08, 2022, 12:00:00 AM",20:20,AS/KS,10 High,Anita Russell DVM,0.65,0.64,0.19,0.51
SG1257,1257,"January 05, 2022, 12:00:00 AM",21:05,QS/7H,8 High,Michael Ortiz,0.8,0.66,0.21,0.42
SG1258,1258,"January 21, 2022, 12:00:00 AM",02:35,8C/3H,A High,Cheryl Shepherd,0.99,0.45,0.46,0.55
SG1259,1259,"September 08, 2021, 12:00:00 AM",03:20,JD/7C,8 High,Natalie Kirk,0.25,0.04,0.8,0.53
SG1260,1260,"October 18, 2021, 12:00:00 AM",19:00,9H/2H,A High,Sarah Williams,0.76,0.14,0.64,0.76
SG1261,1261,"February 20, 2022, 12:00:00 AM",21:35,8D/AS,A High,John Ibarra,0.26,0.51,0.19,0.44
SG1262,1262,"August 14, 2021, 12:00:00 AM",02:35,QC/4D,8 High,Austin Rogers,0.66,0.83,1.0,0.07
SG1263,1263,"July 19, 2021, 12:00:00 AM",12:05,4D/8C,Pair of As,Patrick Bennett,0.18,0.04,0.57,0.31
SG1264,1264,"January 04, 2022, 12:00:00 AM",11:30,9D/5H,Pair of 2s,Beth Salazar,0.61,0.94,0.92,0.91
SG1265,1265,"February 13, 2022, 12:00:00 AM",07:10,KD/7C,Pair of 2s,Mike Bonilla,0.35,0.24,0.72,0.38
SG1266,1266,"January 09, 2022, 12:00:00 AM",05:05,KH/8H,Pair of As,Cynthia Adams,0.64,0.27,0.37,0.17
SG1267,1267,"December 31, 2021, 12:00:00 AM",09:55,10S/5C,Pair of As,Sean Diaz,0.19,0.61,0.01,0.4
SG1268,1268,"June 07, 2021, 12:00:00 AM",05:45,AH/4S,Pair of As,Tonya Schneider,0.03,0.68,0.61,0.11
SG1269,1269,"September 29, 2021, 12:00:00 AM",00:25,10S/JH,Pair of As,Anthony Case,0.87,0.36,0.83,0.33
SG1270,1270,"November 21, 2021, 12:00:00 AM",08:10,9H/3S,10 High,Kerry Miller,0.4,0.22,0.85,0.1
SG1271,1271,"July 18, 2021, 12:00:00 AM",06:20,7H/QH,10 High,Taylor Davis,0.44,0.68,0.08,0.55
SG1272,1272,"October 19, 2021, 12:00:00 AM",01:45,10S/6D,Pair of As,Heather Martinez,0.6,0.8,0.84,0.84
SG1273,1273,"August 24, 2021, 12:00:00 AM",02:40,5S/6S,Pair of As,Charles Thompson,0.99,0.73,0.53,0.73
SG1274,1274,"September 16, 2021, 12:00:00 AM",09:25,9D/9S,A High,Taylor Shepherd,0.77,0.41,0.43,0.09
SG1275,1275,"April 24, 2022, 12:00:00 AM",19:10,QD/3H,10 High,David Evans,0.69,0.21,0.25,0.54
SG1276,1276,"February 10, 2022, 12:00:00 AM",17:35,6S/AH,Pair of As,Carla Johnson,0.44,0.5,0.89,0.58
SG1277,1277,"May 21, 2022, 12:00:00 AM",13:00,7D/AH,10 High,Rachel Huff,0.88,0.26,0.9,0.76
SG1278,1278,"February 25, 2022, 12:00:00 AM",14:20,JS/10D,Pair of 2s,Anna Baker,0.37,0.22,0.25,0.9
SG1279,1279,"January 14, 2022, 12:00:00 AM",17:30,7S/9S,8 High,Edward Peters,0.97,0.31,0.85,0.16
SG1280,1280,"June 16, 2021, 12:00:00 AM",09:05,7H/7D,A High,Karen Guerrero,0.29,0.71,0.68,0.06
SG1281,1281,"August 29, 2021, 12:00:00 AM",11:45,9S/AD,A High,Sean Adams,0.16,0.37,0.85,0.87
SG1282,1282,"October 11, 2021, 12:00:00 AM",06:50,5C/QS,Pair of 2s,Alicia Brown MD,0.53,0.06,1.0,0.8
SG1283,1283,"October 27, 2021, 12:00:00 AM",04:55,JD/10C,8 High,Pedro Hardy,0.44,0.48,0.68,0.91
SG1284,1284,"August 09, 2021, 12:00:00 AM",15:30,3S/2S,10 High,Kelly Chambers,0.89,0.3,0.57,0.42
SG1285,1285,"May 20, 2022, 12:00:00 AM",21:45,JS/6C,8 High,Carrie Rogers,0.3,0.56,0.11,0.98
SG1286,1286,"July 03, 2021, 12:00:00 AM",11:45,5D/KD,A High,Tony Dixon,0.58,0.99,0.26,0.4
SG1287,1287,"June 18, 2021, 12:00:00 AM",23:50,JD/3S,8 High,Christine Martin,0.14,0.47,0.91,0.84
SG1288,1288,"November 20, 2021, 12:00:00 AM",01:15,KD/5D,8 High,Jason Martinez,0.13,0.65,0.55,0.43
SG1289,1289,"December 17, 2021, 12:00:00 AM",21:45,2H/2S,A High,Rachael Bryant,0.24,0.95,0.78,0.75
SG1290,1290,"January 20, 2022, 12:00:00 AM",10:15,AC/JH,Pair of 2s,Kelly Hansen,0.0,0.19,0.11,0.32
SG1291,1291,"December 10, 2021, 12:00:00 AM",19:20,7S/5S,Pair of 2s,Kathleen Meyers,0.81,0.91,0.68,0.41
SG1292,1292,"November 03, 2021, 12:00:00 AM",13:30,KC/7H,A High,Lisa Conrad,0.49,0.6,0.53,0.24
SG1293,1293,"May 25, 2022, 12:00:00 AM",00:55,8D/6D,10 High,Brandon Morales,0.24,0.18,0.07,0.13
SG1294,1294,"December 25, 2021, 12:00:00 AM",13:55,9H/QC,Pair of 2s,Zachary Lynch,0.08,0.56,0.64,0.32
SG1295,1295,"June 04, 2021, 12:00:00 AM",15:50,7C/8S,A High,Adam Harrison,0.24,0.97,0.74,0.27
SG1296,1296,"March 28, 2022, 12:00:00 AM",19:15,5D/8S,10 High,Jill Wright,0.78,0.14,0.27,0.9
SG1297,1297,"January 19, 2022, 12:00:00 AM",21:50,7H/8C,A High,Nicole Perez,0.21,0.13,0.22,0.07
SG1298,1298,"October 27, 2021, 12:00:00 AM",05:40,9C/5H,Pair of As,Tina Rodriguez,0.34,0.26,0.71,0.21
SG1299,1299,"June 14, 2021, 12:00:00 AM",17:35,AS/7D,Pair of 2s,Diane Lowe,0.06,0.23,0.92,0.95
SG1300,1300,"August 27, 2021, 12:00:00 AM",00:45,2S/8H,10 High,Justin Simmons,0.85,0.82,0.75,0.96
SG1301,1301,"May 06, 2022, 12:00:00 AM",03:55,4C/9D,8 High,Tony White,0.1,0.73,0.92,0.56
SG1302,1302,"December 25, 2021, 12:00:00 AM",08:25,7H/9C,8 High,Lori Moody,0.88,0.42,0.63,0.55
SG1303,1303,"June 27, 2021, 12:00:00 AM",01:35,9H/JC,Pair of As,Kathleen Ramsey,0.31,0.96,0.9,0.15
SG1304,1304,"July 18, 2021, 12:00:00 AM",17:25,4D/4H,8 High,Stephanie Ferrell,0.54,0.15,0.13,0.32
SG1305,1305,"March 18, 2022, 12:00:00 AM",05:00,AC/8S,A High,Ashley Gordon,0.02,0.81,0.3,0.66
SG1306,1306,"July 24, 2021, 12:00:00 AM",15:45,10C/7H,8 High,Kayla Smith,0.44,0.24,0.51,0.88
SG1307,1307,"April 30, 2022, 12:00:00 AM",09:40,7H/AD,10 High,Jimmy Ellison,0.73,0.99,0.57,0.77
SG1308,1308,"January 18, 2022, 12:00:00 AM",18:20,6S/8H,Pair of 2s,Robert Smith,0.92,0.37,0.25,0.45
SG1309,1309,"September 09, 2021, 12:00:00 AM",15:25,8C/KD,8 High,Jesse Johnson,0.48,0.06,0.93,0.71
SG1310,1310,"March 26, 2022, 12:00:00 AM",03:40,AH/3H,Pair of As,Wendy Humphrey,0.36,0.62,0.56,0.56
SG1311,1311,"July 16, 2021, 12:00:00 AM",05:40,3D/7D,Pair of As,Eric Rocha,0.98,0.58,0.75,0.2
SG1312,1312,"August 22, 2021, 12:00:00 AM",11:10,7C/8S,A High,Jeff Rogers,0.83,0.53,0.8,0.4
SG1313,1313,"April 01, 2022, 12:00:00 AM",16:45,8C/6S,Pair of As,Darrell Burke,0.65,0.9,0.35,0.01
SG1314,1314,"May 11, 2022, 12:00:00 AM",11:15,5S/6H,A High,Lisa Powell,0.37,0.1,0.99,0.27
SG1315,1315,"November 03, 2021, 12:00:00 AM",15:50,10H/6S,10 High,Jesse Gardner,0.2,0.97,0.23,0.54
SG1316,1316,"December 21, 2021, 12:00:00 AM",09:25,4S/3C,Pair of As,Bryan Tucker,0.33,0.18,0.39,0.22
SG1317,1317,"October 05, 2021, 12:00:00 AM",07:50,5C/QC,A High,Cynthia Garcia,0.73,0.12,0.94,0.43
SG1318,1318,"April 03, 2022, 12:00:00 AM",21:05,2C/3H,A High,Jasmine Williams,0.16,0.03,0.27,0.63
SG1319,1319,"September 03, 2021, 12:00:00 AM",06:45,4H/10C,10 High,Anita Lopez,0.85,0.77,0.24,0.97
SG1320,1320,"November 13, 2021, 12:00:00 AM",05:10,7C/4H,Pair of As,Randy Parker,0.38,0.1,0.87,0.28
SG1321,1321,"December 11, 2021, 12:00:00 AM",00:30,9H/2S,A High,Gregory King,0.0,0.8,0.18,0.79
SG1322,1322,"June 18, 2021, 12:00:00 AM",19:25,6H/7C,10 High,Heather Ho,0.14,0.53,1.0,0.92
SG1323,1323,"December 31, 2021, 12:00:00 AM",22:10,3D/9D,A High,Bryan Wall,0.79,0.57,0.91,0.28
SG1324,1324,"February 18, 2022, 12:00:00 AM",16:20,4C/3C,10 High,Francisco Sullivan,0.92,0.59,0.59,0.74
SG1325,1325,"December 02, 2021, 12:00:00 AM",15:30,8H/9S,Pair of 2s,Karen Robinson,0.56,0.06,0.36,0.82
SG1326,1326,"March 30, 2022, 12:00:00 AM",18:20,4S/JC,A High,Kevin Schroeder,0.5,0.07,0.95,0.16
SG1327,1327,"November 21, 2021, 12:00:00 AM",09:55,10S/4C,Pair of 2s,Amanda Thompson,0.47,0.32,0.04,0.39
SG1328,1328,"January 03, 2022, 12:00:00 AM",06:20,KS/4D,8 High,Mathew Webb,0.29,0.12,0.11,0.68
SG1329,1329,"November 26, 2021, 12:00:00 AM",21:25,KC/AC,A High,Jerry Joseph,0.33,0.33,0.36,0.62
SG1330,1330,"October 31, 2021, 12:00:00 AM",22:20,9D/6C,8 High,Maria Adkins,0.58,0.71,0.71,0.39
SG1331,1331,"November 11, 2021, 12:00:00 AM",01:20,AS/7H,10 High,Heather Charles,0.2,0.25,0.12,0.11
SG1332,1332,"February 28, 2022, 12:00:00 AM",16:35,5S/KD,A High,Thomas Ford,0.8,0.63,0.2,0.49
SG1333,1333,"November 26, 2021, 12:00:00 AM",13:55,3D/JH,A High,Becky Morris,0.66,0.83,0.89,0.89
SG1334,1334,"June 10, 2021, 12:00:00 AM",13:20,QC/10H,A High,Samuel Blackburn,0.05,0.85,0.27,0.57
SG1335,1335,"December 22, 2021, 12:00:00 AM",11:20,2D/7S,A High,Tracey Mcgee,0.81,0.1,0.86,0.26
SG1336,1336,"October 16, 2021, 12:00:00 AM",07:40,6C/10C,8 High,Tara Johnson,0.08,0.15,0.02,0.77
SG1337,1337,"January 30, 2022, 12:00:00 AM",12:10,JD/7C,A High,Laurie Wilson,0.37,0.11,0.54,0.89
SG1338,1338,"November 17, 2021, 12:00:00 AM",17:55,8S/JC,Pair of As,Samuel Torres,0.75,0.66,0.02,0.7
SG1339,1339,"June 01, 2022, 12:00:00 AM",15:45,9C/QC,10 High,Valerie Johnson,0.13,0.37,0.37,0.94
SG1340,1340,"April 06, 2022, 12:00:00 AM",21:45,6S/10H,8 High,Derrick Lee,0.73,0.12,0.01,0.81
SG1341,1341,"July 13, 2021, 12:00:00 AM",21:15,QD/7C,8 High,Alexis Jones,0.43,0.08,0.32,0.73
SG1342,1342,"November 23, 2021, 12:00:00 AM",16:30,KC/5D,A High,Kevin Chapman,0.82,0.3,0.87,0.52
SG1343,1343,"June 18, 2021, 12:00:00 AM",12:50,10D/6S,A High,Brittany Howell,0.01,0.36,0.52,0.11
SG1344,1344,"March 17, 2022, 12:00:00 AM",10:35,2H/AH,10 High,Abigail Hamilton,0.25,0.37,0.67,0.72
SG1345,1345,"July 04, 2021, 12:00:00 AM",16:10,QC/3C,10 High,Christopher Ellis,0.88,0.87,0.94,0.84
SG1346,1346,"August 31, 2021, 12:00:00 AM",09:00,5H/KH,A High,Erica Mora,0.02,0.43,0.5,0.1
SG1347,1347,"January 08, 2022, 12:00:00 AM",08:50,2S/JS,8 High,Danielle Torres,0.47,0.96,0.07,0.88
SG1348,1348,"August 12, 2021, 12:00:00 AM",23:30,9S/6H,10 High,Stanley Little MD,0.61,0.74,0.77,0.06
SG1349,1349,"May 13, 2022, 12:00:00 AM",01:25,QC/JS,A High,Barbara Coleman,0.05,0.4,0.62,0.22
SG1350,1350,"January 07, 2022, 12:00:00 AM",00:05,AH/JH,Pair of As,Cody Reid,0.57,0.83,0.74,0.69
SG1351,1351,"December 12, 2021, 12:00:00 AM",10:30,7H/7H,Pair of As,Brian Rodriguez,0.0,0.13,0.1,0.33
SG1352,1352,"December 05, 2021, 12:00:00 AM",14:20,5H/2H,Pair of 2s,Mr. Craig Davis,0.11,0.68,0.38,0.93
SG1353,1353,"October 20, 2021, 12:00:00 AM",00:55,7H/KC,Pair of 2s,Kristie Everett,0.19,0.75,0.65,0.34
SG1354,1354,"August 04, 2021, 12:00:00 AM",17:20,JC/3C,10 High,Jared Petersen,0.94,0.74,0.6,0.29
SG1355,1355,"October 06, 2021, 12:00:00 AM",07:55,9D/KH,8 High,Melissa Peterson,0.7,0.31,0.59,0.49
SG1356,1356,"August 15, 2021, 12:00:00 AM",10:05,9S/JD,10 High,Justin Ellis,0.21,0.64,0.16,0.95
SG1357,1357,"February 06, 2022, 12:00:00 AM",03:55,7H/3C,10 High,Lauren Carlson,0.31,0.7,0.37,0.03
SG1358,1358,"July 25, 2021, 12:00:00 AM",22:15,4D/9S,8 High,Virginia Douglas,0.41,0.66,0.22,0.04
SG1359,1359,"June 03, 2021, 12:00:00 AM",00:20,4H/3S,Pair of 2s,Melissa Perez,0.14,0.1,0.93,0.13
SG1360,1360,"February 03, 2022, 12:00:00 AM",15:05,3C/8H,8 High,Brittany Mendoza,0.4,0.8,0.49,0.41
SG1361,1361,"May 25, 2022, 12:00:00 AM",17:30,10D/9C,10 High,Stephanie Crawford,0.22,0.71,1.0,0.55
SG1362,1362,"April 21, 2022, 12:00:00 AM",14:55,9C/4H,Pair of 2s,Stacy Mccoy,0.41,0.78,0.59,0.71
SG1363,1363,"November 09, 2021, 12:00:00 AM",12:45,KS/AC,Pair of 2s,Lisa Ford,0.45,0.25,0.78,0.53
SG1364,1364,"November 23, 2021, 12:00:00 AM",01:50,9H/8D,8 High,Jennifer Walls,0.28,0.08,0.24,0.56
SG1365,1365,"February 07, 2022, 12:00:00 AM",10:55,8S/JH,8 High,Dr. Jasmine Thompson DDS,0.33,0.6,0.52,0.94
SG1366,1366,"October 30, 2021, 12:00:00 AM",21:50,7C/AC,Pair of 2s,Ann Anderson,0.35,0.5,0.69,0.76
SG1367,1367,"September 13, 2021, 12:00:00 AM",12:45,KD/7C,Pair of 2s,Brett Nash,0.56,0.38,0.13,0.85
SG1368,1368,"June 08, 2021, 12:00:00 AM",00:50,2S/KD,8 High,Dillon Smith,0.75,0.72,0.36,0.22
SG1369,1369,"December 06, 2021, 12:00:00 AM",09:10,5S/JH,Pair of As,Cheryl Garcia,0.43,0.94,0.7,0.08
SG1370,1370,"March 21, 2022, 12:00:00 AM",11:20,AD/2D,A High,Monica Perez,0.61,0.83,0.9,0.14
SG1371,1371,"October 23, 2021, 12:00:00 AM",19:00,6S/2H,8 High,Jennifer Goodwin,0.71,0.63,0.74,0.95
SG1372,1372,"March 16, 2022, 12:00:00 AM",09:30,10H/3S,8 High,Holly Martinez,0.64,0.98,0.21,0.96
SG1373,1373,"January 14, 2022, 12:00:00 AM",07:35,3H/3D,8 High,Gregory Gonzales,0.86,0.92,0.0,0.14
SG1374,1374,"January 11, 2022, 12:00:00 AM",11:40,8C/KS,10 High,Christopher Cain,0.24,0.44,0.24,0.89
SG1375,1375,"July 21, 2021, 12:00:00 AM",11:40,2D/10C,Pair of 2s,Scott Navarro,0.32,0.49,0.63,0.24
SG1376,1376,"December 08, 2021, 12:00:00 AM",17:35,9C/KD,A High,Kim Hayes,0.6,0.46,0.52,0.53
SG1377,1377,"March 23, 2022, 12:00:00 AM",02:05,10H/8H,10 High,Brittany Bennett,0.54,0.42,0.33,0.37
SG1378,1378,"June 05, 2021, 12:00:00 AM",23:30,7S/7D,Pair of 2s,Steven Anderson,0.22,0.86,0.54,0.93
SG1379,1379,"July 08, 2021, 12:00:00 AM",17:00,QH/7D,10 High,Makayla Brown,0.12,0.43,0.08,0.31
SG1380,1380,"June 20, 2021, 12:00:00 AM",02:25,7S/QH,8 High,Chelsea Cortez MD,0.23,0.57,0.33,0.75
SG1381,1381,"December 09, 2021, 12:00:00 AM",18:00,8H/9C,Pair of 2s,Cody Ward,0.96,0.46,0.54,0.78
SG1382,1382,"September 22, 2021, 12:00:00 AM",21:15,8C/JS,Pair of 2s,Jacob Jacobs,0.95,0.82,0.91,0.85
SG1383,1383,"October 23, 2021, 12:00:00 AM",17:30,9D/JH,A High,Mary Smith,0.76,0.89,0.24,0.73
SG1384,1384,"January 10, 2022, 12:00:00 AM",22:00,KS/5S,Pair of As,Daniel Martin,0.67,0.23,0.59,0.88
SG1385,1385,"April 29, 2022, 12:00:00 AM",09:50,AC/3S,Pair of 2s,Kaitlyn Martinez,0.14,0.86,0.66,0.2
SG1386,1386,"December 05, 2021, 12:00:00 AM",19:15,AH/2D,8 High,Brittany Ware,0.46,0.7,0.08,0.27
SG1387,1387,"November 22, 2021, 12:00:00 AM",08:15,9H/AC,10 High,Leslie Sampson,0.29,0.9,0.56,0.45
SG1388,1388,"February 13, 2022, 12:00:00 AM",17:50,3H/6C,8 High,Steven Sims,0.78,0.89,0.25,0.73
SG1389,1389,"September 21, 2021, 12:00:00 AM",05:30,QH/JC,10 High,Michele Ross,0.36,0.78,0.61,0.29
SG1390,1390,"December 14, 2021, 12:00:00 AM",14:40,AH/KC,8 High,Mrs. Melissa George,0.82,0.48,0.98,0.78
SG1391,1391,"March 27, 2022, 12:00:00 AM",14:35,KC/6S,Pair of As,Beverly Carter,0.74,0.13,0.42,0.96
SG1392,1392,"August 31, 2021, 12:00:00 AM",21:50,9H/9C,8 High,Nicole Soto,0.44,0.4,0.23,0.78
SG1393,1393,"February 06, 2022, 12:00:00 AM",15:50,3C/10S,A High,Wesley Mann,0.72,0.86,0.52,0.69
SG1394,1394,"April 22, 2022, 12:00:00 AM",14:45,2C/2H,8 High,Robert Charles,0.88,0.96,0.91,0.91
SG1395,1395,"October 21, 2021, 12:00:00 AM",06:25,5S/9D,8 High,Pamela Lee,0.09,0.81,0.2,0.59
SG1396,1396,"March 31, 2022, 12:00:00 AM",16:40,5C/5S,10 High,Chase Ochoa,0.01,0.01,0.13,0.75
SG1397,1397,"September 21, 2021, 12:00:00 AM",08:25,7C/4S,10 High,George King,0.81,0.96,0.28,0.62
SG1398,1398,"August 04, 2021, 12:00:00 AM",04:45,10C/10D,10 High,Tamara Myers,0.36,0.53,0.98,0.59
SG1399,1399,"August 18, 2021, 12:00:00 AM",10:10,AD/AD,Pair of As,Erin Byrd,0.29,0.62,0.08,0.08
SG1400,1400,"December 10, 2021, 12:00:00 AM",02:55,8D/3S,10 High,Mark Jackson,0.1,0.7,0.82,0.11
SG1401,1401,"September 15, 2021, 12:00:00 AM",18:05,3S/8H,Pair of As,Casey Boyd,0.91,0.36,0.51,0.82
SG1402,1402,"May 26, 2022, 12:00:00 AM",17:05,2H/9S,8 High,Laura Torres DDS,0.73,0.41,0.61,0.02
SG1403,1403,"August 22, 2021, 12:00:00 AM",10:10,AD/9C,10 High,Virginia Flores,0.01,0.66,0.2,0.87
SG1404,1404,"August 08, 2021, 12:00:00 AM",19:00,8D/QH,A High,Pamela Miller,0.3,0.56,0.07,0.8
SG1405,1405,"April 04, 2022, 12:00:00 AM",09:40,9C/5S,Pair of 2s,James Strickland,0.93,0.19,0.8,0.69
SG1406,1406,"January 03, 2022, 12:00:00 AM",04:00,6S/9S,A High,Christopher Freeman,0.46,0.13,0.36,0.88
SG1407,1407,"July 21, 2021, 12:00:00 AM",05:45,5C/AD,Pair of As,Matthew Foster,0.42,0.29,0.94,0.45
SG1408,1408,"November 07, 2021, 12:00:00 AM",07:25,3S/QC,8 High,Linda Mendoza,0.42,0.06,0.27,0.29
SG1409,1409,"April 23, 2022, 12:00:00 AM",21:55,5D/8D,A High,Danny Mullen DDS,0.65,0.3,0.26,0.72
SG1410,1410,"March 05, 2022, 12:00:00 AM",19:45,9S/QC,Pair of 2s,Tyler Stevens,0.58,0.88,0.19,0.32
SG1411,1411,"August 10, 2021, 12:00:00 AM",16:40,9S/6S,Pair of As,Virginia Gutierrez,0.47,0.13,0.93,0.7
SG1412,1412,"April 27, 2022, 12:00:00 AM",22:15,9S/KS,Pair of As,Erin Gregory,0.01,0.59,0.25,0.05
SG1413,1413,"June 22, 2021, 12:00:00 AM",02:05,7H/9D,A High,Jonathan Bates,0.22,0.33,0.84,0.31
SG1414,1414,"August 23, 2021, 12:00:00 AM",14:35,2D/5S,Pair of 2s,Mr. Peter Sandoval DVM,0.34,0.76,0.92,0.4
SG1415,1415,"April 19, 2022, 12:00:00 AM",17:45,JH/AC,10 High,George Boone,0.79,0.24,0.7,0.51
SG1416,1416,"June 17, 2021, 12:00:00 AM",04:40,AH/KH,8 High,John Duncan,0.4,0.27,0.82,0.56
SG1417,1417,"December 17, 2021, 12:00:00 AM",01:30,3H/5D,10 High,Miss Alexis Ramirez,0.16,0.58,0.66,0.82
